temperature,red,green,blue
4280,255,239.9482727,200.3364779
4285,255,240.0187401,200.5369733
4290,255,240.0890482,200.7371681
4295,255,240.1591974,200.9370628
4300,255,240.2291883,201.136658
4305,255,240.2990213,201.3359542
4310,255,240.3686969,201.534952
4315,255,240.4382154,201.7336517
4320,255,240.5075775,201.9320541
4325,255,240.5767835,202.1301595
4330,255,240.6458339,202.3279686
4335,255,240.7147291,202.5254818
4340,255,240.7834696,202.7226997
4345,255,240.8520559,202.9196227
4350,255,240.9204884,203.1162515
4355,255,240.9887675,203.3125865
4360,255,241.0568936,203.5086283
4365,255,241.1248673,203.7043774
4370,255,241.192689,203.8998342
4375,255,241.260359,204.0949993
4380,255,241.327878,204.2898732
4385,255,241.3952461,204.4844565
4390,255,241.462464,204.6787496
4395,255,241.5295321,204.8727531
4400,255,241.5964507,205.0664674
4405,255,241.6632203,205.2598931
4410,255,241.7298414,205.4530307
4415,255,241.7963143,205.6458807
4420,255,241.8626395,205.8384436
4425,255,241.9288175,206.0307199
4430,255,241.9948485,206.2227101
4435,255,242.0607332,206.4144148
4440,255,242.1264718,206.6058344
4445,255,242.1920647,206.7969694
4450,255,242.2575125,206.9878203
4455,255,242.3228156,207.1783877
4460,255,242.3879742,207.368672
4465,255,242.452989,207.5586737
4470,255,242.5178601,207.7483934
4475,255,242.5825882,207.9378315
4480,255,242.6471735,208.1269885
4485,255,242.7116165,208.315865
4490,255,242.7759176,208.5044613
4495,255,242.8400772,208.6927781
4500,255,242.9040957,208.8808158
4505,255,242.9679735,209.0685749
4510,255,243.031711,209.2560559
4515,255,243.0953086,209.4432592
4520,255,243.1587666,209.6301855
4525,255,243.2220855,209.8168351
4530,255,243.2852658,210.0032085
4535,255,243.3483076,210.1893063
4540,255,243.4112116,210.3751289
4545,255,243.473978,210.5606769
4550,255,243.5366072,210.7459506
4555,255,243.5990997,210.9309506
4560,255,243.6614557,211.1156773
4565,255,243.7236758,211.3001313
4570,255,243.7857602,211.4843131
4575,255,243.8477094,211.668223
4580,255,243.9095237,211.8518616
4585,255,243.9712035,212.0352294
4590,255,244.0327492,212.2183268
4595,255,244.0941612,212.4011544
4600,255,244.1554399,212.5837125
4605,255,244.2165855,212.7660017
4610,255,244.2775985,212.9480225
4615,255,244.3384793,213.1297752
4620,255,244.3992283,213.3112605
4625,255,244.4598457,213.4924787
4630,255,244.520332,213.6734304
4635,255,244.5806875,213.8541159
4640,255,244.6409126,214.0345358
4645,255,244.7010076,214.2146906
4650,255,244.760973,214.3945807
4655,255,244.8208091,214.5742065
4660,255,244.8805162,214.7535686
4665,255,244.9400947,214.9326674
4670,255,244.9995449,215.1115034
4675,255,245.0588673,215.290077
4680,255,245.1180621,215.4683887
4685,255,245.1771297,215.646439
4690,255,245.2360705,215.8242282
4695,255,245.2948848,216.001757
4700,255,245.353573,216.1790257
4705,255,245.4121354,216.3560348
4710,255,245.4705724,216.5327847
4715,255,245.5288843,216.709276
4720,255,245.5870715,216.885509
4725,255,245.6451342,217.0614842
4730,255,245.7030729,217.2372021
4735,255,245.7608879,217.4126632
4740,255,245.8185795,217.5878678
4745,255,245.876148,217.7628164
4750,255,245.9335939,217.9375095
4755,255,245.9909174,218.1119476
4760,255,246.0481189,218.286131
4765,255,246.1051986,218.4600603
4770,255,246.1621571,218.6337359
4775,255,246.2189945,218.8071581
4780,255,246.2757112,218.9803276
4785,255,246.3323075,219.1532446
4790,255,246.3887838,219.3259097
4795,255,246.4451404,219.4983233
4800,255,246.5013776,219.6704859
4805,255,246.5574958,219.8423978
4810,255,246.6134952,220.0140596
4815,255,246.6693762,220.1854717
4820,255,246.7251392,220.3566344
4825,255,246.7807843,220.5275483
4830,255,246.8363121,220.6982137
4835,255,246.8917227,220.8686312
4840,255,246.9470165,221.0388012
4845,255,247.0021938,221.208724
4850,255,247.0572549,221.3784002
4855,255,247.1122002,221.5478301
4860,255,247.1670299,221.7170142
4865,255,247.2217444,221.8859529
4870,255,247.276344,222.0546467
4875,255,247.3308289,222.223096
4880,255,247.3851996,222.3913012
4885,255,247.4394563,222.5592627
4890,255,247.4935993,222.726981
4895,255,247.5476289,222.8944565
4900,255,247.6015455,223.0616896
4905,255,247.6553492,223.2286808
4910,255,247.7090406,223.3954304
4915,255,247.7626197,223.561939
4920,255,247.816087,223.7282068
4925,255,247.8694428,223.8942344
4930,255,247.9226872,224.0600222
4935,255,247.9758208,224.2255706
4940,255,248.0288436,224.39088
4945,255,248.0817561,224.5559508
4950,255,248.1345586,224.7207834
4955,255,248.1872512,224.8853783
4960,255,248.2398344,225.0497359
4965,255,248.2923084,225.2138566
4970,255,248.3446734,225.3777408
4975,255,248.3969299,225.5413889
4980,255,248.4490781,225.7048014
4985,255,248.5011182,225.8679786
4990,255,248.5530506,226.030921
4995,255,248.6048756,226.193629
5000,255,248.6565933,226.356103
5005,255,248.7082042,226.5183433
5010,255,248.7597085,226.6803505
5015,255,248.8111065,226.8421249
5020,255,248.8623985,227.0036669
5025,255,248.9135847,227.1649769
5030,255,248.9646654,227.3260554
5035,255,249.015641,227.4869027
5040,255,249.0665116,227.6475193
5045,255,249.1172777,227.8079055
5050,255,249.1679393,227.9680618
5055,255,249.2184969,228.1279885
5060,255,249.2689507,228.2876861
5065,255,249.3193009,228.447155
5070,255,249.3695479,228.6063955
5075,255,249.4196919,228.7654081
5080,255,249.4697332,228.9241931
5085,255,249.5196721,229.082751
5090,255,249.5695088,229.2410822
5095,255,249.6192435,229.399187
5100,255,249.6688767,229.5570658
5105,255,249.7184085,229.7147191
5110,255,249.7678392,229.8721473
5115,255,249.817169,230.0293506
5120,255,249.8663983,230.1863296
5125,255,249.9155273,230.3430846
5130,255,249.9645562,230.499616
5135,255,250.0134853,230.6559242
5140,255,250.062315,230.8120096
5145,255,250.1110453,230.9678725
5150,255,250.1596767,231.1235134
5155,255,250.2082094,231.2789327
5160,255,250.2566435,231.4341307
5165,255,250.3049794,231.5891079
5170,255,250.3532174,231.7438645
5175,255,250.4013577,231.8984011
5180,255,250.4494005,232.0527179
5185,255,250.497346,232.2068154
5190,255,250.5451947,232.3606939
5195,255,250.5929466,232.5143539
5200,255,250.6406021,232.6677956
5205,255,250.6881614,232.8210196
5210,255,250.7356248,232.9740261
5215,255,250.7829924,233.1268156
5220,255,250.8302647,233.2793884
5225,255,250.8774417,233.4317449
5230,255,250.9245237,233.5838854
5235,255,250.9715111,233.7358105
5240,255,251.018404,233.8875203
5245,255,251.0652026,234.0390154
5250,255,251.1119073,234.190296
5255,255,251.1585183,234.3413627
5260,255,251.2050358,234.4922156
5265,255,251.25146,234.6428552
5270,255,251.2977912,234.7932819
5275,255,251.3440297,234.9434961
5280,255,251.3901756,235.093498
5285,255,251.4362293,235.2432881
5290,255,251.4821909,235.3928668
5295,255,251.5280606,235.5422344
5300,255,251.5738388,235.6913913
5305,255,251.6195257,235.8403378
5310,255,251.6651214,235.9890743
5315,255,251.7106263,236.1376013
5320,255,251.7560406,236.2859189
5325,255,251.8013644,236.4340277
5330,255,251.846598,236.5819279
5335,255,251.8917417,236.72962
5340,255,251.9367957,236.8771043
5345,255,251.9817602,237.0243811
5350,255,252.0266355,237.1714508
5355,255,252.0714217,237.3183138
5360,255,252.1161191,237.4649705
5365,255,252.160728,237.6114211
5370,255,252.2052485,237.7576661
5375,255,252.2496809,237.9037058
5380,255,252.2940253,238.0495405
5385,255,252.3382822,238.1951707
5390,255,252.3824515,238.3405966
5395,255,252.4265336,238.4858187
5400,255,252.4705288,238.6308373
5405,255,252.5144371,238.7756526
5410,255,252.5582589,238.9202652
5415,255,252.6019943,239.0646753
5420,255,252.6456437,239.2088833
5425,255,252.6892071,239.3528895
5430,255,252.7326848,239.4966943
5435,255,252.776077,239.6402981
5440,255,252.819384,239.7837011
5445,255,252.862606,239.9269038
5450,255,252.9057431,240.0699064
5455,255,252.9487956,240.2127094
5460,255,252.9917638,240.355313
5465,255,253.0346477,240.4977177
5470,255,253.0774477,240.6399237
5475,255,253.1201639,240.7819314
5480,255,253.1627966,240.9237412
5485,255,253.205346,241.0653533
5490,255,253.2478122,241.2067682
5495,255,253.2901955,241.3479861
5500,255,253.3324961,241.4890075
5505,255,253.3747142,241.6298326
5510,255,253.41685,241.7704618
5515,255,253.4589037,241.9108954
5520,255,253.5008756,242.0511338
5525,255,253.5427657,242.1911772
5530,255,253.5845745,242.3310262
5535,255,253.6263019,242.4706809
5540,255,253.6679483,242.6101417
5545,255,253.7095138,242.7494089
5550,255,253.7509987,242.888483
5555,255,253.7924031,243.0273641
5560,255,253.8337273,243.1660527
5565,255,253.8749714,243.304549
5570,255,253.9161357,243.4428535
5575,255,253.9572203,243.5809664
5580,255,253.9982255,243.7188881
5585,255,254.0391514,243.8566189
5590,255,254.0799982,243.9941591
5595,255,254.1207662,244.131509
5600,255,254.1614556,244.2686691
5605,255,254.2020665,244.4056395
5610,255,254.2425991,244.5424207
5615,255,254.2830536,244.6790129
5620,255,254.3234302,244.8154166
5625,255,254.3637292,244.9516319
5630,255,254.4039506,245.0876593
5635,255,254.4440948,245.223499
5640,255,254.4841618,245.3591515
5645,255,254.5241519,245.4946169
5650,255,254.5640653,245.6298956
5655,255,254.6039022,245.764988
5660,255,254.6436627,245.8998944
5665,255,254.683347,246.034615
5670,255,254.7229554,246.1691503
5675,255,254.7624879,246.3035005
5680,255,254.8019449,246.4376659
5685,255,254.8413265,246.5716469
5690,255,254.8806328,246.7054437
5695,255,254.9198641,246.8390567
5700,255,254.9590206,246.9724863
5705,255,254.9981023,247.1057327
5710,254.9628958,255,247.2028213
5715,254.9239801,255,247.2979314
5720,254.8851503,255,247.3929021
5725,254.8464062,255,247.4877339
5730,254.8077475,255,247.5824269
5735,254.769174,255,247.6769814
5740,254.7306854,255,247.7713977
5745,254.6922815,255,247.8656762
5750,254.653962,255,247.959817
5755,254.6157266,255,248.0538205
5760,254.5775752,255,248.1476869
5765,254.5395075,255,248.2414165
5770,254.5015231,255,248.3350095
5775,254.463622,255,248.4284664
5780,254.4258037,255,248.5217872
5785,254.3880682,255,248.6149724
5790,254.3504151,255,248.7080221
5795,254.3128442,255,248.8009367
5800,254.2753553,255,248.8937163
5805,254.2379481,255,248.9863614
5810,254.2006224,255,249.0788721
5815,254.1633779,255,249.1712488
5820,254.1262144,255,249.2634916
5825,254.0891317,255,249.3556009
5830,254.0521295,255,249.4475769
5835,254.0152076,255,249.5394199
5840,253.9783658,255,249.6311302
5845,253.9416038,255,249.722708
5850,253.9049215,255,249.8141535
5855,253.8683184,255,249.9054672
5860,253.8317946,255,249.9966491
5865,253.7953496,255,250.0876996
5870,253.7589833,255,250.1786189
5875,253.7226954,255,250.2694073
5880,253.6864858,255,250.3600651
5885,253.6503542,255,250.4505925
5890,253.6143003,255,250.5409898
5895,253.578324,255,250.6312572
5900,253.5424249,255,250.7213949
5905,253.506603,255,250.8114034
5910,253.470858,255,250.9012827
5915,253.4351896,255,250.9910331
5920,253.3995976,255,251.080655
5925,253.3640819,255,251.1701486
5930,253.3286421,255,251.259514
5935,253.2932781,255,251.3487516
5940,253.2579897,255,251.4378617
5945,253.2227766,255,251.5268444
5950,253.1876386,255,251.6157
5955,253.1525756,255,251.7044288
5960,253.1175872,255,251.793031
5965,253.0826733,255,251.8815069
5970,253.0478336,255,251.9698567
5975,253.0130681,255,252.0580806
5980,252.9783763,255,252.146179
5985,252.9437582,255,252.234152
5990,252.9092135,255,252.322
5995,252.874742,255,252.4097231
6000,252.8403435,255,252.4973215
6005,252.8060179,255,252.5847956
6010,252.7717648,255,252.6721456
6015,252.737584,255,252.7593717
6020,252.7034755,255,252.8464741
6025,252.6694389,255,252.9334532
6030,252.6354741,255,253.0203091
6035,252.6015809,255,253.1070421
6040,252.567759,255,253.1936524
6045,252.5340082,255,253.2801403
6050,252.5003285,255,253.3665059
6055,252.4667195,255,253.4527496
6060,252.433181,255,253.5388716
6065,252.3997129,255,253.6248721
6070,252.366315,255,253.7107513
6075,252.332987,255,253.7965095
6080,252.2997288,255,253.8821469
6085,252.2665401,255,253.9676638
6090,252.2334208,255,254.0530603
6095,252.2003707,255,254.1383368
6100,252.1673896,255,254.2234934
6105,252.1344773,255,254.3085304
6110,252.1016336,255,254.3934479
6115,252.0688583,255,254.4782464
6120,252.0361511,255,254.5629259
6125,252.0035121,255,254.6474867
6130,251.9709408,255,254.731929
6135,251.9384372,255,254.8162531
6140,251.906001,255,254.9004591
6145,251.8736322,255,254.9845474
6150,251.7736792,254.9315003,255
6155,251.6587205,254.8477196,255
6160,251.5440195,254.7641107,255
6165,251.4295752,254.6806734,255
6170,251.3153869,254.5974069,255
6175,251.2014538,254.5143109,255
6180,251.087775,254.4313848,255
6185,250.9743497,254.3486281,255
6190,250.8611772,254.2660404,255
6195,250.7482566,254.183621,255
6200,250.6355872,254.1013696,255
6205,250.5231681,254.0192857,255
6210,250.4109986,253.9373687,255
6215,250.2990779,253.8556182,255
6220,250.1874052,253.7740336,255
6225,250.0759798,253.6926146,255
6230,249.9648007,253.6113605,255
6235,249.8538674,253.530271,255
6240,249.743179,253.4493455,255
6245,249.6327347,253.3685836,255
6250,249.5225337,253.2879848,255
6255,249.4125755,253.2075486,255
6260,249.302859,253.1272746,255
6265,249.1933837,253.0471622,255
6270,249.0841488,252.967211,255
6275,248.9751534,252.8874206,255
6280,248.8663969,252.8077905,255
6285,248.7578786,252.7283201,255
6290,248.6495976,252.6490092,255
6295,248.5415533,252.5698571,255
6300,248.433745,252.4908634,255
6305,248.3261718,252.4120277,255
6310,248.2188331,252.3333496,255
6315,248.1117281,252.2548285,255
6320,248.0048561,252.176464,255
6325,247.8982165,252.0982558,255
6330,247.7918084,252.0202032,255
6335,247.6856312,251.9423059,255
6340,247.5796842,251.8645634,255
6345,247.4739666,251.7869754,255
6350,247.3684778,251.7095413,255
6355,247.2632171,251.6322607,255
6360,247.1581837,251.5551331,255
6365,247.0533769,251.4781582,255
6370,246.9487962,251.4013355,255
6375,246.8444407,251.3246646,255
6380,246.7403098,251.248145,255
6385,246.6364028,251.1717764,255
6390,246.5327191,251.0955582,255
6395,246.4292579,251.0194901,255
6400,246.3260185,250.9435715,255
6405,246.2230004,250.8678023,255
6410,246.1202028,250.7921817,255
6415,246.0176251,250.7167096,255
6420,245.9152665,250.6413854,255
6425,245.8131265,250.5662088,255
6430,245.7112043,250.4911792,255
6435,245.6094994,250.4162964,255
6440,245.508011,250.3415598,255
6445,245.4067385,250.2669692,255
6450,245.3056813,250.192524,255
6455,245.2048387,250.1182239,255
6460,245.1042101,250.0440684,255
6465,245.0037947,249.9700572,255
6470,244.9035921,249.8961898,255
6475,244.8036015,249.8224659,255
6480,244.7038223,249.748885,255
6485,244.6042538,249.6754468,255
6490,244.5048955,249.6021508,255
6495,244.4057468,249.5289967,255
6500,244.3068069,249.4559841,255
6505,244.2080753,249.3831125,255
6510,244.1095513,249.3103816,255
6515,244.0112344,249.237791,255
6520,243.9131239,249.1653403,255
6525,243.8152192,249.0930291,255
6530,243.7175196,249.0208571,255
6535,243.6200247,248.9488237,255
6540,243.5227337,248.8769288,255
6545,243.4256461,248.8051718,255
6550,243.3287613,248.7335524,255
6555,243.2320787,248.6620703,255
6560,243.1355976,248.590725,255
6565,243.0393175,248.5195161,255
6570,242.9432378,248.4484434,255
6575,242.8473578,248.3775063,255
6580,242.7516771,248.3067047,255
6585,242.656195,248.2360379,255
6590,242.560911,248.1655058,255
6595,242.4658244,248.095108,255
6600,242.3709347,248.024844,255
6605,242.2762413,247.9547135,255
6610,242.1817436,247.8847162,255
6615,242.0874411,247.8148516,255
6620,241.9933332,247.7451195,255
6625,241.8994192,247.6755194,255
6630,241.8056988,247.6060511,255
6635,241.7121712,247.5367141,255
6640,241.618836,247.467508,255
6645,241.5256925,247.3984326,255
6650,241.4327402,247.3294875,255
6655,241.3399786,247.2606723,255
6660,241.2474071,247.1919867,255
6665,241.1550251,247.1234303,255
6670,241.0628321,247.0550028,255
6675,240.9708276,246.9867038,255
6680,240.879011,246.918533,255
6685,240.7873818,246.85049,255
6690,240.6959393,246.7825746,255
6695,240.6046832,246.7147863,255
6700,240.5136128,246.6471248,255
6705,240.4227277,246.5795897,255
6710,240.3320272,246.5121808,255
6715,240.2415109,246.4448977,255
6720,240.1511782,246.3777401,255
6725,240.0610285,246.3107076,255
6730,239.9710615,246.2437999,255
6735,239.8812765,246.1770166,255
6740,239.791673,246.1103574,255
6745,239.7022506,246.0438221,255
6750,239.6130086,245.9774102,255
6755,239.5239466,245.9111214,255
6760,239.4350641,245.8449555,255
6765,239.3463605,245.778912,255
6770,239.2578353,245.7129907,255
6775,239.1694881,245.6471913,255
6780,239.0813184,245.5815133,255
6785,238.9933255,245.5159565,255
6790,238.9055091,245.4505207,255
6795,238.8178685,245.3852053,255
6800,238.7304034,245.3200102,255
6805,238.6431133,245.254935,255
6810,238.5559975,245.1899794,255
6815,238.4690557,245.1251431,255
6820,238.3822874,245.0604257,255
6825,238.295692,244.9958271,255
6830,238.209269,244.9313467,255
6835,238.1230181,244.8669844,255
6840,238.0369387,244.8027399,255
6845,237.9510302,244.7386127,255
6850,237.8652923,244.6746027,255
6855,237.7797245,244.6107094,255
6860,237.6943263,244.5469327,255
6865,237.6090971,244.4832721,255
6870,237.5240366,244.4197275,255
6875,237.4391443,244.3562984,255
6880,237.3544196,244.2929846,255
6885,237.2698622,244.2297859,255
6890,237.1854715,244.1667018,255
6895,237.1012471,244.1037321,255
6900,237.0171886,244.0408765,255
6905,236.9332954,243.9781346,255
6910,236.8495671,243.9155063,255
6915,236.7660032,243.8529913,255
6920,236.6826034,243.7905891,255
6925,236.5993671,243.7282995,255
6930,236.5162938,243.6661223,255
6935,236.4333832,243.6040571,255
6940,236.3506348,243.5421037,255
6945,236.2680481,243.4802618,255
6950,236.1856227,243.418531,255
6955,236.1033582,243.3569111,255
6960,236.021254,243.2954019,255
6965,235.9393098,243.234003,255
6970,235.8575251,243.1727141,255
6975,235.7758994,243.1115349,255
6980,235.6944324,243.0504653,255
6985,235.6131236,242.9895048,255
6990,235.5319726,242.9286533,255
6995,235.4509789,242.8679104,255
7000,235.3701421,242.8072758,255
7005,235.2894618,242.7467494,255
7010,235.2089375,242.6863308,255
7015,235.1285689,242.6260197,255
7020,235.0483554,242.5658158,255
7025,234.9682967,242.505719,255
7030,234.8883924,242.4457289,255
7035,234.8086419,242.3858452,255
7040,234.729045,242.3260677,255
7045,234.6496012,242.2663961,255
7050,234.57031,242.2068301,255
7055,234.4911711,242.1473695,255
7060,234.4121841,242.088014,255
7065,234.3333484,242.0287634,255
7070,234.2546638,241.9696173,255
7075,234.1761298,241.9105756,255
7080,234.097746,241.8516379,255
7085,234.019512,241.7928039,255
7090,233.9414275,241.7340735,255
7095,233.8634918,241.6754464,255
7100,233.7857048,241.6169223,255
7105,233.708066,241.5585009,255
7110,233.630575,241.500182,255
7115,233.5532313,241.4419653,255
7120,233.4760347,241.3838506,255
7125,233.3989846,241.3258376,255
7130,233.3220808,241.2679261,255
7135,233.2453227,241.2101158,255
7140,233.1687101,241.1524064,255
7145,233.0922426,241.0947978,255
7150,233.0159196,241.0372896,255
7155,232.939741,240.9798816,255
7160,232.8637062,240.9225736,255
7165,232.7878149,240.8653653,255
7170,232.7120667,240.8082564,255
7175,232.6364612,240.7512467,255
7180,232.5609981,240.694336,255
7185,232.4856769,240.6375241,255
7190,232.4104973,240.5808106,255
7195,232.335459,240.5241953,255
7200,232.2605615,240.467678,255
7205,232.1858044,240.4112585,255
7210,232.1111874,240.3549364,255
7215,232.0367102,240.2987117,255
7220,231.9623723,240.2425839,255
7225,231.8881734,240.1865529,255
7230,231.8141131,240.1306185,255
7235,231.740191,240.0747804,255
7240,231.6664069,240.0190383,255
7245,231.5927602,239.9633921,255
7250,231.5192507,239.9078415,255
7255,231.445878,239.8523862,255
7260,231.3726418,239.7970261,255
7265,231.2995416,239.7417609,255
7270,231.2265771,239.6865903,255
7275,231.153748,239.6315142,255
7280,231.081054,239.5765323,255
7285,231.0084945,239.5216443,255
7290,230.9360694,239.4668501,255
7295,230.8637782,239.4121494,255
7300,230.7916206,239.357542,255
7305,230.7195963,239.3030276,255
7310,230.6477049,239.2486061,255
7315,230.575946,239.1942772,255
7320,230.5043194,239.1400406,255
7325,230.4328246,239.0858962,255
7330,230.3614614,239.0318438,255
7335,230.2902293,238.977883,255
7340,230.2191281,238.9240138,255
7345,230.1481573,238.8702358,255
7350,230.0773168,238.8165489,255
7355,230.006606,238.7629527,255
7360,229.9360248,238.7094472,255
7365,229.8655727,238.6560321,255
7370,229.7952494,238.6027072,255
7375,229.7250546,238.5494722,255
7380,229.654988,238.4963269,255
7385,229.5850492,238.4432711,255
7390,229.5152379,238.3903047,255
7395,229.4455537,238.3374273,255
7400,229.3759964,238.2846389,255
7405,229.3065656,238.231939,255
7410,229.237261,238.1793277,255
7415,229.1680823,238.1268045,255
7420,229.0990291,238.0743694,255
7425,229.0301011,238.0220222,255
7430,228.961298,237.9697625,255
7435,228.8926195,237.9175902,255
7440,228.8240652,237.8655051,255
7445,228.7556349,237.813507,255
7450,228.6873282,237.7615956,255
7455,228.6191449,237.7097708,255
7460,228.5510845,237.6580324,255
7465,228.4831468,237.6063801,255
7470,228.4153314,237.5548138,255
7475,228.3476381,237.5033333,255
7480,228.2800666,237.4519382,255
7485,228.2126165,237.4006285,255
7490,228.1452875,237.349404,255
7495,228.0780794,237.2982644,255
7500,228.0109917,237.2472095,255
7505,227.9440243,237.1962391,255
7510,227.8771767,237.1453531,255
7515,227.8104488,237.0945512,255
7520,227.7438402,237.0438333,255
7525,227.6773505,236.9931991,255
7530,227.6109796,236.9426484,255
7535,227.544727,236.8921811,255
7540,227.4785926,236.8417969,255
7545,227.4125759,236.7914957,255
7550,227.3466768,236.7412772,255
7555,227.2808948,236.6911413,255
7560,227.2152298,236.6410878,255
7565,227.1496814,236.5911165,255
7570,227.0842493,236.5412271,255
7575,227.0189332,236.4914195,255
7580,226.9537329,236.4416936,255
7585,226.888648,236.392049,255
7590,226.8236783,236.3424857,255
7595,226.7588235,236.2930034,255
7600,226.6940833,236.2436019,255
7605,226.6294574,236.1942811,255
7610,226.5649455,236.1450407,255
7615,226.5005473,236.0958807,255
7620,226.4362625,236.0468007,255
7625,226.372091,235.9978006,255
7630,226.3080323,235.9488803,255
7635,226.2440862,235.9000394,255
7640,226.1802525,235.851278,255
7645,226.1165308,235.8025957,255
7650,226.0529208,235.7539924,255
7655,225.9894224,235.7054678,255
7660,225.9260352,235.6570219,255
7665,225.8627589,235.6086545,255
7670,225.7995933,235.5603653,255
7675,225.736538,235.5121541,255
7680,225.6735929,235.4640209,255
7685,225.6107576,235.4159654,255
7690,225.5480319,235.3679874,255
7695,225.4854155,235.3200868,255
7700,225.4229082,235.2722633,255
7705,225.3605096,235.2245169,255
7710,225.2982195,235.1768473,255
7715,225.2360376,235.1292543,255
7720,225.1739638,235.0817378,255
7725,225.1119976,235.0342976,255
7730,225.0501388,234.9869336,255
7735,224.9883872,234.9396454,255
7740,224.9267426,234.8924331,255
7745,224.8652046,234.8452963,255
7750,224.8037729,234.798235,255
7755,224.7424474,234.751249,255
7760,224.6812278,234.704338,255
7765,224.6201138,234.657502,255
7770,224.5591051,234.6107407,255
7775,224.4982016,234.5640539,255
7780,224.4374029,234.5174416,255
7785,224.3767087,234.4709035,255
7790,224.3161189,234.4244395,255
7795,224.2556332,234.3780494,255
7800,224.1952513,234.331733,255
7805,224.134973,234.2854902,255
7810,224.074798,234.2393207,255
7815,224.014726,234.1932245,255
7820,223.9547569,234.1472014,255
7825,223.8948904,234.1012512,255
7830,223.8351262,234.0553737,255
7835,223.775464,234.0095688,255
7840,223.7159037,233.9638363,255
7845,223.656445,233.918176,255
7850,223.5970876,233.8725878,255
7855,223.5378313,233.8270716,255
7860,223.4786759,233.7816271,255
7865,223.4196211,233.7362542,255
7870,223.3606666,233.6909527,255
7875,223.3018123,233.6457225,255
7880,223.2430579,233.6005635,255
7885,223.1844031,233.5554754,255
7890,223.1258477,233.5104581,255
7895,223.0673915,233.4655114,255
7900,223.0090342,233.4206352,255
